Order_ID,Order_Date,Customer_ID,Customer_Name,Product,Category,Region,City,Quantity,Sales,Profit
ORD00039,17-11-2024,CUST1244,Elizabeth Fowler,Desk,Furniture,East,Kolkata,5,75000,7403
ORD00040,15-03-2024,CUST1009,Brittany Farmer,Keyboard,Electronics,West,Mumbai,5,6000,1169.2
ORD00041,15-05-2024,CUST1955,Paula Moreno,Mouse,Electronics,East,Mumbai,4,2000,441.55
ORD00042,24-03-2025,CUST1853,Fred Smith,Monitor,Electronics,East,Delhi,6,72000,9406.72
ORD00043,17-05-2024,CUST1270,Sherry Decker,Chair,Furniture,North,Mumbai,2,14000,4421.75
ORD00044,03-08-2024,CUST1734,Anthony Humphrey,Keyboard,Electronics,East,Ahmedabad,5,6000,1042.86
ORD00045,22-02-2024,CUST1094,Angelica Tucker,Chair,Furniture,West,Pune,8,56000,11909.42
ORD00046,13-05-2024,CUST1652,Philip Cannon,Laptop,Electronics,East,Bengaluru,1,50000,8101.21
ORD00047,24-04-2024,CUST1077,John Pierce,Printer,Office Supplies,South,Delhi,7,63000,6530.23
ORD00048,12-02-2024,CUST1315,Shane Henderson,Desk,Furniture,East,Delhi,3,45000,5172.51
ORD00049,13-11-2025,CUST1105,Joshua Blair,Desk,Furniture,East,Kolkata,4,60000,7986.53
ORD00050,30-06-2024,CUST1902,Eric Carney,Keyboard,Electronics,West,Delhi,4,4800,1170.01
ORD00051,25-02-2025,CUST1821,Jessica Holmes,Keyboard,Electronics,South,Pune,6,7200,1683.98
ORD00052,09-02-2024,CUST1879,Danny Morgan,Keyboard,Electronics,West,Ahmedabad,2,2400,446.17
ORD00053,21-08-2024,CUST1228,Crystal Robinson,Monitor,Electronics,North,Ahmedabad,8,96000,13101.05
ORD00054,12-03-2024,CUST1990,Mark Perez,Notebook,Office Supplies,East,Chennai,6,600,156.09
ORD00055,28-04-2024,CUST1898,Shannon Jones,Notebook,Office Supplies,East,Bengaluru,6,600,227.44
ORD00056,20-03-2025,CUST1353,Michael Lewis,Chair,Furniture,East,Kolkata,1,7000,1338.82
ORD00057,13-07-2024,CUST1260,Timothy Duncan,Mouse,Electronics,North,Kolkata,7,3500,954.57
ORD00058,12-03-2024,CUST1971,Richard Aguirre,Laptop,Electronics,East,Chennai,4,200000,33067.18
ORD00059,13-11-2025,CUST1418,Brent Jordan,Mouse,Electronics,East,Kolkata,5,2500,552.35
ORD00060,11-11-2025,CUST1962,John Daniel,Chair,Furniture,West,Bengaluru,3,21000,4279.3
ORD00061,01-01-2024,CUST1311,Victoria Garcia,Chair,Furniture,East,Ahmedabad,7,49000,12602.34
ORD00062,28-03-2025,CUST1691,Gerald Hensley,Notebook,Office Supplies,South,Hyderabad,6,600,176.22
ORD00063,10-11-2025,CUST1648,Connor West,Keyboard,Electronics,East,Mumbai,2,2400,417.73
ORD00064,22-07-2024,CUST1150,Donald Wright,Monitor,Electronics,North,Delhi,5,60000,7513.06
ORD00065,15-03-2024,CUST1466,Jessica Callahan,Monitor,Electronics,West,Ahmedabad,8,96000,15361.41
ORD00066,31-05-2024,CUST1671,Amber Kidd,Notebook,Office Supplies,North,Mumbai,8,800,225.55
ORD00067,13-12-2025,CUST1530,Tracy House,Notebook,Office Supplies,West,Delhi,4,400,96.66
ORD00068,20-04-2025,CUST1683,Carol Tucker,Monitor,Electronics,East,Hyderabad,2,24000,3505.96
ORD00069,01-05-2025,CUST1460,James Brown,Notebook,Office Supplies,East,Ahmedabad,8,800,297.2
ORD00070,08-10-2024,CUST1450,William Baker,Chair,Furniture,North,Pune,8,56000,15064.69
ORD00071,07-07-2025,CUST1082,Jordan Henderson,Monitor,Electronics,South,Bengaluru,5,60000,8113.58
ORD00072,24-12-2025,CUST1219,Whitney Peters,Monitor,Electronics,North,Kolkata,7,84000,14066.26
ORD00073,01-03-2025,CUST1063,Brittney Phillips,Notebook,Office Supplies,South,Kolkata,6,600,184.6
ORD00074,12-08-2025,CUST1389,Lauren Daniels,Notebook,Office Supplies,West,Delhi,1,100,36.42
ORD00075,05-03-2025,CUST1551,Amy Silva,Desk,Furniture,South,Hyderabad,5,75000,10368.77
ORD00076,30-01-2024,CUST1398,Sarah Moore,Monitor,Electronics,East,Kolkata,5,60000,8653.51
ORD00077,29-09-2025,CUST1546,Angela Lopez,Keyboard,Electronics,North,Kolkata,8,9600,2403.31
ORD00078,18-05-2024,CUST1887,Megan Young,Laptop,Electronics,West,Bengaluru,2,100000,19541.7
ORD00079,04-08-2024,CUST1465,Steve Sanchez,Laptop,Electronics,East,Chennai,5,250000,41735.8
ORD00080,07-03-2025,CUST1258,Lisa Barnes,Notebook,Office Supplies,North,Hyderabad,5,500,172.68
ORD00081,24-12-2024,CUST1229,Kelly Donovan,Laptop,Electronics,North,Delhi,1,50000,11699.5
ORD00082,21-01-2024,CUST1636,Mike Allen,Laptop,Electronics,South,Ahmedabad,4,200000,29506.19
ORD00083,31-07-2025,CUST1970,Michael Evans,Keyboard,Electronics,South,Hyderabad,8,9600,2115.22
ORD00084,13-09-2025,CUST1986,Paul Jones,Chair,Furniture,North,Bengaluru,6,42000,8407.07
ORD00085,15-11-2024,CUST1589,Zachary Ferrell,Chair,Furniture,West,Kolkata,2,14000,3665.24
ORD00086,04-10-2025,CUST1248,Daniel Baker,Monitor,Electronics,North,Pune,2,24000,3798.93
ORD00087,14-03-2025,CUST1677,Shirley Suarez,Mouse,Electronics,East,Mumbai,1,500,99.92
ORD00088,16-05-2025,CUST1108,Christopher Bass,Desk,Furniture,West,Chennai,1,15000,2177.54
ORD00089,18-06-2025,CUST1988,Lisa Archer,Printer,Office Supplies,East,Hyderabad,3,27000,2595.49
ORD00090,29-08-2025,CUST1274,Aimee Montoya,Printer,Office Supplies,East,Ahmedabad,7,63000,7531.28
ORD00091,06-09-2024,CUST1768,Matthew Mcmillan,Mouse,Electronics,West,Kolkata,5,2500,675.94
ORD00092,28-11-2024,CUST1186,Brian Rodriguez,Desk,Furniture,West,Ahmedabad,1,15000,1793.85
ORD00093,02-09-2025,CUST1718,Denise Jacobs,Desk,Furniture,East,Delhi,5,75000,8137.83
ORD00094,20-02-2025,CUST1500,Christina Walters,Monitor,Electronics,South,Hyderabad,2,24000,3041.33
ORD00095,05-04-2024,CUST1301,John Whitehead,Printer,Office Supplies,South,Kolkata,8,72000,8465.47
ORD00096,12-01-2025,CUST1484,Anna Henderson,Monitor,Electronics,East,Kolkata,5,60000,9885.38
ORD00097,04-10-2024,CUST1313,Aaron Wise,Desk,Furniture,East,Ahmedabad,6,90000,12114.5
ORD00098,02-07-2025,CUST1973,Deborah Figueroa,Mouse,Electronics,South,Ahmedabad,4,2000,391.3
ORD00099,26-08-2025,CUST1778,Jessica Smith,Monitor,Electronics,East,Mumbai,8,96000,12468.96
ORD00100,02-07-2024,CUST1309,Stephen Mckee,Monitor,Electronics,North,Bengaluru,5,60000,7528.41
ORD00101,20-07-2025,CUST1299,Sandra Aguilar,Chair,Furniture,South,Hyderabad,1,7000,2248.01
ORD00102,25-04-2025,CUST1490,Cameron Parker,Mouse,Electronics,West,Chennai,1,500,114.89
ORD00103,04-05-2025,CUST1116,Rebecca Valencia,Keyboard,Electronics,North,Kolkata,1,1200,204.36
ORD00104,03-12-2025,CUST1054,Christine Wright,Printer,Office Supplies,South,Bengaluru,2,18000,1883.18
ORD00105,01-05-2024,CUST1571,Richard Henson,Chair,Furniture,West,Ahmedabad,2,14000,4537.23
ORD00106,31-10-2024,CUST1880,Marc Moore,Notebook,Office Supplies,West,Pune,8,800,298.82
ORD00107,31-07-2024,CUST1640,Sharon Cherry,Laptop,Electronics,South,Pune,2,100000,22833.97
ORD00108,19-07-2025,CUST1076,Sierra Johnson,Mouse,Electronics,South,Delhi,3,1500,278.49
ORD00109,26-04-2025,CUST1298,Evelyn Galvan,Notebook,Office Supplies,North,Ahmedabad,8,800,267.27
ORD00110,09-04-2025,CUST1072,Sharon Cochran,Chair,Furniture,South,Pune,5,35000,9815.68
ORD00111,18-08-2024,CUST1663,Richard Rodriguez,Monitor,Electronics,South,Pune,7,84000,9687.71
ORD00112,10-11-2024,CUST1609,Shannon Walker,Keyboard,Electronics,East,Hyderabad,2,2400,353.18
ORD00113,17-12-2025,CUST1412,Julia Torres,Mouse,Electronics,East,Hyderabad,8,4000,979.62
ORD00114,18-03-2025,CUST1752,Crystal Johnson,Printer,Office Supplies,East,Pune,2,18000,1905.88
ORD00115,21-11-2025,CUST1856,Garrett Lin,Laptop,Electronics,North,Pune,2,100000,15072.38
ORD00116,29-10-2025,CUST1452,Diana May,Laptop,Electronics,East,Bengaluru,3,150000,26522.11
ORD00117,26-04-2025,CUST1356,William Herrera,Notebook,Office Supplies,West,Chennai,8,800,307.54
ORD00118,03-12-2024,CUST1421,Ashley Waller,Desk,Furniture,West,Pune,2,30000,4372.7
ORD00119,18-11-2024,CUST1258,Victor Baker,Notebook,Office Supplies,East,Mumbai,1,100,29.19
ORD00120,09-07-2025,CUST1473,Jeffrey Chandler,Notebook,Office Supplies,West,Delhi,1,100,32.84
ORD00121,25-05-2025,CUST1640,Larry Dixon,Monitor,Electronics,West,Delhi,6,72000,11594.67
ORD00122,21-10-2024,CUST1448,Kenneth Scott,Monitor,Electronics,West,Mumbai,5,60000,9265.79
ORD00123,14-11-2024,CUST1564,April Frost,Laptop,Electronics,North,Kolkata,4,200000,40531.31
ORD00124,26-04-2024,CUST1472,Michelle Harmon,Mouse,Electronics,North,Bengaluru,4,2000,569.96
ORD00125,06-10-2024,CUST1425,Helen Jones,Printer,Office Supplies,West,Hyderabad,5,45000,4523.95
ORD00126,27-01-2025,CUST1195,Erin Edwards,Monitor,Electronics,South,Mumbai,8,96000,14842.93
ORD00127,03-06-2025,CUST1273,Michelle Evans,Chair,Furniture,North,Pune,7,49000,11073.08
ORD00128,02-04-2025,CUST1551,Jason Powell,Chair,Furniture,West,Chennai,8,56000,17068.19
ORD00129,25-11-2024,CUST1890,Cameron Fisher,Desk,Furniture,South,Ahmedabad,7,105000,12262.41
ORD00130,24-02-2025,CUST1044,Megan Orr,Notebook,Office Supplies,East,Hyderabad,4,400,145.63
ORD00131,29-10-2025,CUST1155,Elizabeth Kelley,Notebook,Office Supplies,West,Delhi,7,700,271.54
ORD00132,26-03-2025,CUST1102,Dustin Jordan,Keyboard,Electronics,West,Delhi,6,7200,1759.42
ORD00133,07-06-2024,CUST1076,Mary Marshall,Keyboard,Electronics,West,Pune,7,8400,2053.9
ORD00134,02-12-2024,CUST1872,Daniel Kennedy,Desk,Furniture,West,Chennai,7,105000,13732.77
ORD00135,28-08-2024,CUST1646,Rebecca Jackson,Printer,Office Supplies,East,Ahmedabad,1,9000,963.43
ORD00136,10-10-2025,CUST1720,Jose Schultz,Mouse,Electronics,North,Hyderabad,7,3500,990.99
ORD00137,17-02-2024,CUST1332,Robert Potter,Keyboard,Electronics,North,Pune,5,6000,1490.47
ORD00138,07-09-2024,CUST1543,Courtney Gonzalez,Desk,Furniture,West,Bengaluru,6,90000,10350.85
ORD00139,26-01-2025,CUST1634,David Alvarez,Keyboard,Electronics,South,Hyderabad,3,3600,538.11
ORD00140,17-09-2024,CUST1470,Angel Perry,Keyboard,Electronics,East,Delhi,4,4800,937.62
ORD00141,10-06-2024,CUST1075,Cheyenne Horton,Printer,Office Supplies,West,Chennai,5,45000,4979.55
ORD00142,12-04-2025,CUST1865,David Douglas Jr.,Chair,Furniture,East,Ahmedabad,7,49000,13648.8
ORD00143,25-01-2025,CUST1585,Patricia Rodriguez,Notebook,Office Supplies,East,Pune,8,800,183.36
ORD00144,05-11-2025,CUST1405,Christopher Rubio,Chair,Furniture,East,Delhi,1,7000,2251.84
ORD00145,20-10-2024,CUST1794,Amber Wright,Laptop,Electronics,South,Chennai,8,400000,86378.64
ORD00146,25-11-2025,CUST1773,Joyce Solis,Monitor,Electronics,South,Mumbai,4,48000,7722.25
ORD00147,04-02-2024,CUST1593,Victoria Larson,Laptop,Electronics,East,Bengaluru,5,250000,52792.48
ORD00148,01-03-2025,CUST1179,Stephanie Salazar,Mouse,Electronics,South,Bengaluru,5,2500,492.82
ORD00149,20-09-2024,CUST1935,Kathy Rivas,Desk,Furniture,West,Pune,5,75000,10784.55
ORD00150,18-03-2024,CUST1144,Stephanie Manning,Desk,Furniture,South,Kolkata,2,30000,3531.6
ORD00151,15-01-2024,CUST1270,David Wright,Desk,Furniture,North,Hyderabad,2,30000,4227.87
ORD00152,15-10-2025,CUST1962,Pamela Boyd,Desk,Furniture,East,Mumbai,5,75000,9456.62
ORD00153,28-07-2025,CUST1335,Denise Jones,Monitor,Electronics,South,Mumbai,8,96000,10296.21
ORD00154,29-04-2024,CUST1143,Devon Flores,Printer,Office Supplies,North,Delhi,5,45000,4902.95
ORD00155,28-08-2024,CUST1908,Brenda Hall,Chair,Furniture,South,Kolkata,8,56000,10775.41
ORD00156,14-12-2025,CUST1968,Michelle Brown,Printer,Office Supplies,West,Bengaluru,6,54000,5952.38
ORD00157,22-09-2025,CUST1417,Joshua Perry,Notebook,Office Supplies,East,Delhi,2,200,72.01
ORD00158,29-08-2024,CUST1875,Jason Stein,Desk,Furniture,East,Mumbai,4,60000,6955.41
ORD00159,09-10-2024,CUST1194,Melissa Gates,Desk,Furniture,North,Hyderabad,6,90000,7952.36
ORD00160,03-09-2025,CUST1994,Jamie Smith,Mouse,Electronics,North,Delhi,4,2000,477.41
ORD00161,01-08-2025,CUST1210,Paul Castaneda,Desk,Furniture,North,Ahmedabad,4,60000,9311.71
ORD00162,31-05-2024,CUST1807,Jennifer Adkins,Monitor,Electronics,North,Pune,4,48000,6459.38
ORD00163,27-06-2024,CUST1112,Lindsey Walker,Keyboard,Electronics,North,Bengaluru,3,3600,737.37
ORD00164,31-08-2024,CUST1602,Jeffrey Johnson,Laptop,Electronics,East,Delhi,6,300000,63395.5
ORD00165,07-03-2025,CUST1538,Michael Powell,Keyboard,Electronics,North,Mumbai,5,6000,877.73
ORD00166,09-06-2025,CUST1607,John Anderson,Printer,Office Supplies,North,Hyderabad,8,72000,8401.03
ORD00167,05-11-2025,CUST1533,Alyssa Long,Monitor,Electronics,East,Hyderabad,1,12000,2045.42
ORD00168,15-02-2025,CUST1436,Alyssa Day,Laptop,Electronics,North,Hyderabad,1,50000,11692.37
ORD00169,25-11-2024,CUST1622,Joel Williams,Printer,Office Supplies,South,Mumbai,2,18000,2231.21
ORD00170,22-08-2025,CUST1561,Daniel Murphy,Keyboard,Electronics,East,Kolkata,5,6000,1289.51
ORD00171,16-03-2025,CUST1101,Jamie Walton,Chair,Furniture,North,Ahmedabad,8,56000,14046.63
ORD00172,27-02-2025,CUST1347,Darlene Miller,Notebook,Office Supplies,West,Kolkata,8,800,295.89
ORD00173,16-11-2024,CUST1681,Joshua Cooke,Notebook,Office Supplies,East,Chennai,2,200,53.25
ORD00174,28-03-2024,CUST1095,Matthew Harrington,Keyboard,Electronics,West,Mumbai,8,9600,1421.34
ORD00175,23-08-2025,CUST1979,Nicole Herring,Desk,Furniture,East,Mumbai,3,45000,5582.64
ORD00176,09-03-2025,CUST1888,Alex Hernandez,Notebook,Office Supplies,North,Pune,6,600,220.35
ORD00177,03-06-2025,CUST1217,Michael Elliott,Chair,Furniture,South,Hyderabad,6,42000,8002.68
ORD00178,23-07-2025,CUST1376,Michael Wang,Monitor,Electronics,North,Pune,2,24000,3276.25
ORD00179,28-09-2025,CUST1628,Lawrence Adkins,Monitor,Electronics,North,Pune,7,84000,15209.37
ORD00180,12-11-2024,CUST1943,Robert Oconnell,Laptop,Electronics,East,Chennai,3,150000,23326.98
ORD00181,02-08-2025,CUST1673,Alexander Collins,Laptop,Electronics,West,Mumbai,3,150000,32991.78
ORD00182,27-06-2025,CUST1220,Tina Sanders,Keyboard,Electronics,West,Kolkata,1,1200,181.21
ORD00183,15-11-2024,CUST1738,Angela Vaughn,Printer,Office Supplies,East,Mumbai,6,54000,4290.01
ORD00184,24-09-2025,CUST1050,Ashley Barton,Laptop,Electronics,North,Pune,3,150000,21450.04
ORD00185,28-03-2025,CUST1424,Lindsay Martinez,Printer,Office Supplies,East,Ahmedabad,7,63000,6245.8
ORD00186,17-10-2024,CUST1694,Dr. Hannah Patterson,Mouse,Electronics,West,Pune,6,3000,632.25
ORD00187,05-09-2025,CUST1056,Jonathan Peterson,Laptop,Electronics,North,Ahmedabad,4,200000,33737.69
ORD00188,18-09-2024,CUST1296,Samantha Garcia,Chair,Furniture,East,Mumbai,4,28000,8122.87
ORD00189,28-06-2024,CUST1132,Madison Poole,Laptop,Electronics,West,Ahmedabad,8,400000,82671.01
ORD00190,13-02-2024,CUST1446,Jessica Gross,Desk,Furniture,North,Hyderabad,2,30000,3377.67
ORD00191,10-08-2025,CUST1414,Debra Morton,Mouse,Electronics,West,Pune,6,3000,690
ORD00192,28-11-2024,CUST1175,Karen Graham,Mouse,Electronics,West,Chennai,7,3500,548.64
ORD00193,06-09-2024,CUST1446,Debra Christian,Mouse,Electronics,West,Mumbai,7,3500,929.15
ORD00194,14-08-2024,CUST1341,Angelica Keith,Notebook,Office Supplies,South,Mumbai,5,500,172.12
ORD00195,23-12-2024,CUST1359,John Bishop,Mouse,Electronics,South,Ahmedabad,4,2000,547.16
ORD00196,26-06-2024,CUST1616,Allen Rosales,Mouse,Electronics,South,Mumbai,3,1500,281.68
ORD00197,31-07-2025,CUST1778,Daniel Salinas,Keyboard,Electronics,West,Chennai,8,9600,1878.47
ORD00198,25-04-2025,CUST1452,Spencer Haynes,Desk,Furniture,East,Pune,3,45000,5204.83
ORD00199,13-11-2024,CUST1472,Adam Vaughan,Laptop,Electronics,West,Delhi,6,300000,54237.72
ORD00200,19-03-2024,CUST1660,Nathan Freeman,Laptop,Electronics,North,Kolkata,6,300000,64746.97
ORD00201,08-08-2025,CUST1667,Melissa Brewer,Printer,Office Supplies,South,Chennai,1,9000,872.86
ORD00202,06-04-2025,CUST1105,Ricky Davis II,Printer,Office Supplies,East,Mumbai,3,27000,3441.51
ORD00203,24-03-2025,CUST1449,Elizabeth Perkins,Keyboard,Electronics,South,Chennai,1,1200,203.68
ORD00204,12-12-2024,CUST1695,Joseph Coleman,Desk,Furniture,North,Chennai,5,75000,8392.05
ORD00205,25-11-2025,CUST1395,Erin Warner,Mouse,Electronics,East,Pune,6,3000,499.42
ORD00206,10-11-2025,CUST1144,David Martinez,Keyboard,Electronics,East,Pune,6,7200,1078.42
ORD00207,27-03-2024,CUST1317,Bryan Herrera,Notebook,Office Supplies,West,Chennai,3,300,95.13
ORD00208,09-03-2025,CUST1520,Cathy Robinson,Keyboard,Electronics,East,Delhi,2,2400,522.06
ORD00209,07-08-2024,CUST1349,Dr. William Warren,Desk,Furniture,West,Ahmedabad,5,75000,7273.42
ORD00210,29-10-2024,CUST1864,Brian Lee,Monitor,Electronics,North,Delhi,3,36000,4282.02
ORD00211,06-06-2024,CUST1166,Christopher Smith,Desk,Furniture,South,Bengaluru,3,45000,5715.08
ORD00212,23-11-2025,CUST1736,Denise Mccann,Printer,Office Supplies,South,Hyderabad,1,9000,851.86
ORD00213,01-09-2024,CUST1316,Melissa Martinez,Chair,Furniture,West,Ahmedabad,8,56000,11765.62
ORD00214,15-10-2024,CUST1796,Katherine Salas,Desk,Furniture,West,Kolkata,8,120000,14068.92
ORD00215,21-05-2024,CUST1893,Julie Alexander,Keyboard,Electronics,East,Delhi,4,4800,1133.53
ORD00216,15-04-2024,CUST1728,Anthony Everett,Printer,Office Supplies,North,Pune,6,54000,5576.71
ORD00217,09-06-2025,CUST1150,Rodney Morales,Mouse,Electronics,West,Mumbai,3,1500,285.01
ORD00218,28-01-2024,CUST1424,Mark Brown,Monitor,Electronics,North,Kolkata,8,96000,17723.2
ORD00219,24-03-2024,CUST1383,Justin Torres,Desk,Furniture,South,Delhi,4,60000,6708.24
ORD00220,27-10-2025,CUST1343,Bailey Duran DDS,Desk,Furniture,South,Bengaluru,2,30000,4332.62
ORD00221,28-04-2025,CUST1712,Courtney Mills,Laptop,Electronics,South,Hyderabad,5,250000,56269.7
ORD00222,20-01-2024,CUST1262,Jeremy Dalton,Printer,Office Supplies,South,Bengaluru,1,9000,1119.16
ORD00223,31-08-2024,CUST1308,Elizabeth Oliver DDS,Notebook,Office Supplies,North,Delhi,2,200,69.94
ORD00224,29-09-2025,CUST1468,Theresa Clark,Monitor,Electronics,North,Mumbai,7,84000,13650.48
ORD00225,11-08-2025,CUST1247,Matthew Moore,Printer,Office Supplies,South,Pune,1,9000,971.26
ORD00226,03-09-2024,CUST1584,Benjamin Smith,Notebook,Office Supplies,West,Bengaluru,1,100,32.07
ORD00227,22-06-2025,CUST1557,Kirk Carter,Mouse,Electronics,North,Kolkata,6,3000,488.8
ORD00228,17-01-2025,CUST1259,Michael Warner,Printer,Office Supplies,North,Chennai,1,9000,973.26
ORD00229,03-11-2025,CUST1643,Michael Bradshaw,Mouse,Electronics,North,Chennai,6,3000,557.49
ORD00230,12-12-2024,CUST1833,Lori Guerrero,Keyboard,Electronics,South,Hyderabad,1,1200,218.73
ORD00231,05-03-2024,CUST1733,Jessica Stephens,Printer,Office Supplies,West,Delhi,3,27000,3204.63
ORD00232,23-07-2024,CUST1907,Susan Serrano,Chair,Furniture,North,Chennai,4,28000,5083.99
ORD00233,10-07-2025,CUST1484,Christopher Parker,Chair,Furniture,East,Delhi,7,49000,15845.05
ORD00234,18-02-2024,CUST1886,Laura Roberts,Monitor,Electronics,East,Pune,5,60000,8227.66
ORD00235,13-02-2025,CUST1761,Michael Lyons,Mouse,Electronics,West,Kolkata,6,3000,635.03
ORD00236,24-05-2025,CUST1376,Kathryn Snyder,Desk,Furniture,East,Mumbai,3,45000,5387.7
ORD00237,03-07-2024,CUST1558,Andrew Reynolds,Notebook,Office Supplies,East,Chennai,2,200,57.5
ORD00238,29-10-2024,CUST1313,David Davis,Mouse,Electronics,West,Kolkata,2,1000,197.29
ORD00239,13-02-2024,CUST1744,Sara Johnston,Keyboard,Electronics,East,Kolkata,8,9600,1748.98
ORD00240,14-10-2025,CUST1415,Yvonne Chambers,Chair,Furniture,East,Bengaluru,1,7000,1303.79
ORD00241,25-11-2025,CUST1800,Andrew Avila,Laptop,Electronics,West,Delhi,3,150000,32648.44
ORD00242,22-10-2025,CUST1375,Matthew Moon,Keyboard,Electronics,East,Kolkata,2,2400,403.97
ORD00243,14-01-2025,CUST1380,Kevin Walters,Laptop,Electronics,West,Mumbai,3,150000,29900.81
ORD00244,27-10-2025,CUST1285,Brandon Bailey MD,Keyboard,Electronics,South,Mumbai,6,7200,1351.9
ORD00245,31-01-2025,CUST1935,Shannon Rivera,Laptop,Electronics,North,Pune,3,150000,26984.51
ORD00246,18-09-2025,CUST1292,Donna Landry,Chair,Furniture,West,Ahmedabad,8,56000,11602.39
ORD00247,07-04-2025,CUST1176,Krista Gibson,Mouse,Electronics,West,Mumbai,3,1500,399.86
ORD00248,17-07-2025,CUST1555,Frank Cordova,Desk,Furniture,East,Pune,6,90000,12157.82
ORD00249,04-06-2025,CUST1229,Jose Travis,Keyboard,Electronics,North,Ahmedabad,3,3600,846.88
ORD00250,27-01-2024,CUST1369,Kimberly Gutierrez,Keyboard,Electronics,East,Hyderabad,4,4800,1127.25
ORD00251,11-02-2025,CUST1734,Isaiah Avila,Keyboard,Electronics,West,Kolkata,2,2400,354.94
ORD00252,20-11-2024,CUST1657,Olivia Harris,Notebook,Office Supplies,North,Hyderabad,2,200,46.51
